ScanNumber	ScanTypeName	ScanType	ScanTime
33618	HCD-HMSn	2	88.4139
33619	HMS	1	88.4166
33620	HMS	1	88.4210
33621	HCD-HMSn	2	88.4222
33622	HCD-HMSn	2	88.4245
33623	HMS	1	88.4268
33624	HCD-HMSn	2	88.4286
33625	HCD-HMSn	2	88.4309
33626	HMS	1	88.4332
33627	HCD-HMSn	2	88.4350
33628	HMS	1	88.4378
33629	HCD-HMSn	2	88.4394
33630	HMS	1	88.4421
33631	HMS	1	88.4465
33632	HCD-HMSn	2	88.4477
33633	HMS	1	88.4505
33634	HCD-HMSn	2	88.4520
33635	HCD-HMSn	2	88.4543
33636	HMS	1	88.4565
33637	HMS	1	88.4613
33638	HCD-HMSn	2	88.4624
33639	HMS	1	88.4652
33640	HCD-HMSn	2	88.4667
33641	HCD-HMSn	2	88.4690
33642	HMS	1	88.4713
33643	HCD-HMSn	2	88.4732
33644	HCD-HMSn	2	88.4754
33645	HMS	1	88.4777
33646	HMS	1	88.4824
33647	HCD-HMSn	2	88.4835
33648	HMS	1	88.4863
33649	HMS	1	88.4907
33650	HCD-HMSn	2	88.4918
33651	HMS	1	88.4947
33652	HMS	1	88.4989
33653	HMS	1	88.5028
33654	HCD-HMSn	2	88.5039
33655	HMS	1	88.5067
33656	HCD-HMSn	2	88.5082
33657	HCD-HMSn	2	88.5105
33658	HMS	1	88.5128
33659	HCD-HMSn	2	88.5147
33660	HMS	1	88.5175
33661	HCD-HMSn	2	88.5190
33662	HMS	1	88.5218
33663	HMS	1	88.5261
33664	HMS	1	88.5301
33665	HCD-HMSn	2	88.5312
33666	HCD-HMSn	2	88.5335
33667	HCD-HMSn	2	88.5357
33668	HCD-HMSn	2	88.5378
33669	HMS	1	88.5399
33670	HCD-HMSn	2	88.5420
33671	HMS	1	88.5448
33672	HMS	1	88.5491
33673	HCD-HMSn	2	88.5503
33674	HCD-HMSn	2	88.5526
33675	HMS	1	88.5548
33676	HMS	1	88.5595
33677	HMS	1	88.5635
33678	HCD-HMSn	2	88.5646
33679	HMS	1	88.5674
33680	HCD-HMSn	2	88.5689
33681	HMS	1	88.5717
33682	HCD-HMSn	2	88.5732
33683	HCD-HMSn	2	88.5755
33684	HMS	1	88.5778
33685	HMS	1	88.5825
33686	HCD-HMSn	2	88.5837
33687	HCD-HMSn	2	88.5860
33688	HMS	1	88.5882
33689	HCD-HMSn	2	88.5901
33690	HMS	1	88.5929
33691	HMS	1	88.5971
33692	HCD-HMSn	2	88.5983
33693	HMS	1	88.6011
33694	HCD-HMSn	2	88.6026
33695	HCD-HMSn	2	88.6049
33696	HMS	1	88.6071
33697	HMS	1	88.6119
33698	HCD-HMSn	2	88.6130
33699	HMS	1	88.6158
33700	HMS	1	88.6202
33701	HCD-HMSn	2	88.6213
33702	HMS	1	88.6241
33703	HMS	1	88.6285
33704	HMS	1	88.6324
33705	HCD-HMSn	2	88.6335
33706	HMS	1	88.6363
33707	HMS	1	88.6407
33708	HCD-HMSn	2	88.6418
33709	HCD-HMSn	2	88.6441
33710	HMS	1	88.6464
33711	HCD-HMSn	2	88.6483
33712	HMS	1	88.6511
33713	HCD-HMSn	2	88.6526
33714	HCD-HMSn	2	88.6549
33715	HMS	1	88.6571
33716	HCD-HMSn	2	88.6590
33717	HMS	1	88.6618
33718	HMS	1	88.6660
33719	HCD-HMSn	2	88.6672
33720	HMS	1	88.6700
33721	HMS	1	88.6744
33722	HCD-HMSn	2	88.6755
33723	HMS	1	88.6783
33724	HCD-HMSn	2	88.6798
33725	HCD-HMSn	2	88.6821
33726	HMS	1	88.6844
33727	HMS	1	88.6891
33728	HCD-HMSn	2	88.6902
33729	HMS	1	88.6930
33730	HMS	1	88.6972
33731	HMS	1	88.7011
33732	HCD-HMSn	2	88.7023
33733	HCD-HMSn	2	88.7046
33734	HMS	1	88.7068
33735	HCD-HMSn	2	88.7087
33736	HMS	1	88.7115
33737	HCD-HMSn	2	88.7130
33738	HCD-HMSn	2	88.7153
33739	HMS	1	88.7175
33740	HCD-HMSn	2	88.7194
33741	HCD-HMSn	2	88.7217
33742	HMS	1	88.7240
33743	HMS	1	88.7287
33744	HMS	1	88.7326
33745	HCD-HMSn	2	88.7337
33746	HMS	1	88.7365
33747	HMS	1	88.7409
33748	HCD-HMSn	2	88.7454
33749	HCD-HMSn	2	88.7477
33750	HCD-HMSn	2	88.7498
33751	HCD-HMSn	2	88.7519
33752	HMS	1	88.7540
33753	HMS	1	88.7589
33754	HMS	1	88.7628
33755	HCD-HMSn	2	88.7639
33756	HMS	1	88.7667
33757	HCD-HMSn	2	88.7682
33758	HMS	1	88.7710
33759	HMS	1	88.7754
33760	HCD-HMSn	2	88.7765
33761	HMS	1	88.7793
33762	HMS	1	88.7837
33763	HCD-HMSn	2	88.7849
33764	HCD-HMSn	2	88.7872
33765	HCD-HMSn	2	88.7894
33766	HMS	1	88.7915
33767	HMS	1	88.7964
33768	HCD-HMSn	2	88.7976
33769	HMS	1	88.8032
33770	HCD-HMSn	2	88.8051
33771	HMS	1	88.8079
33772	HMS	1	88.8122
33773	HCD-HMSn	2	88.8134
33774	HMS	1	88.8162
33775	HCD-HMSn	2	88.8177
33776	HMS	1	88.8205
33777	HCD-HMSn	2	88.8220
33778	HCD-HMSn	2	88.8243
33779	HCD-HMSn	2	88.8266
33780	HMS	1	88.8287
33781	HCD-HMSn	2	88.8307
33782	HMS	1	88.8335
33783	HMS	1	88.8379
33784	HCD-HMSn	2	88.8391
33785	HCD-HMSn	2	88.8414
33786	HMS	1	88.8436
33787	HCD-HMSn	2	88.8455
33788	HMS	1	88.8483
33789	HMS	1	88.8527
33790	HMS	1	88.8565
33791	HMS	1	88.8604
33792	HMS	1	88.8643
33793	HCD-HMSn	2	88.8655
33794	HMS	1	88.8683
33795	HCD-HMSn	2	88.8698
33796	HMS	1	88.8726
33797	HMS	1	88.8770
33798	HCD-HMSn	2	88.8781
33799	HMS	1	88.8809
33800	HCD-HMSn	2	88.8824
33801	HMS	1	88.8852
33802	HCD-HMSn	2	88.8867
33803	HMS	1	88.8895
33804	HCD-HMSn	2	88.8910
33805	HMS	1	88.8939
33806	HCD-HMSn	2	88.8954
33807	HCD-HMSn	2	88.8976
33808	HMS	1	88.8999
33809	HCD-HMSn	2	88.9018
33810	HMS	1	88.9046
33811	HCD-HMSn	2	88.9061
33812	HCD-HMSn	2	88.9084
33813	HMS	1	88.9106
33814	HCD-HMSn	2	88.9125
33815	HMS	1	88.9153
33816	HCD-HMSn	2	88.9168
33817	HCD-HMSn	2	88.9191
33818	HMS	1	88.9214
33819	HMS	1	88.9261
33820	HMS	1	88.9300
33821	HMS	1	88.9339
33822	HCD-HMSn	2	88.9350
33823	HMS	1	88.9378
33824	HMS	1	88.9422
33825	HCD-HMSn	2	88.9434
33826	HCD-HMSn	2	88.9456
33827	HMS	1	88.9479
33828	HCD-HMSn	2	88.9498
33829	HCD-HMSn	2	88.9521
33830	HMS	1	88.9543
33831	HCD-HMSn	2	88.9562
33832	HCD-HMSn	2	88.9585
33833	HMS	1	88.9608
33834	HMS	1	88.9655
33835	HCD-HMSn	2	88.9667
33836	HCD-HMSn	2	88.9690
33837	HCD-HMSn	2	88.9712
33838	HMS	1	88.9733
33839	HCD-HMSn	2	88.9753
33840	HMS	1	88.9781
33841	HCD-HMSn	2	88.9796
33842	HMS	1	88.9824
33843	HMS	1	88.9868
33844	HCD-HMSn	2	88.9879
33845	HCD-HMSn	2	88.9902
33846	HMS	1	88.9925
33847	HMS	1	88.9971
33848	HCD-HMSn	2	88.9982
33849	HCD-HMSn	2	89.0005
33850	HMS	1	89.0028
33851	HMS	1	89.0075
33852	HCD-HMSn	2	89.0086
33853	HMS	1	89.0114
33854	HCD-HMSn	2	89.0129
33855	HMS	1	89.0157
33856	HMS	1	89.0201
33857	HCD-HMSn	2	89.0213
33858	HCD-HMSn	2	89.0235
33859	HCD-HMSn	2	89.0258
33860	HMS	1	89.0323
33861	HCD-HMSn	2	89.0334
33862	HCD-HMSn	2	89.0357
33863	HMS	1	89.0380
33864	HCD-HMSn	2	89.0398
33865	HMS	1	89.0426
33866	HCD-HMSn	2	89.0442
33867	HCD-HMSn	2	89.0464
33868	HCD-HMSn	2	89.0487
33869	HMS	1	89.0508
33870	HMS	1	89.0556
33871	HCD-HMSn	2	89.0568
33872	HCD-HMSn	2	89.0591
33873	HCD-HMSn	2	89.0614
33874	HMS	1	89.0635
33875	HCD-HMSn	2	89.0655
33876	HCD-HMSn	2	89.0678
33877	HCD-HMSn	2	89.0700
33878	HMS	1	89.0721
33879	HCD-HMSn	2	89.0741
33880	HMS	1	89.0769
33881	HCD-HMSn	2	89.0785
33882	HMS	1	89.0812
33883	HMS	1	89.0856
33884	HCD-HMSn	2	89.0868
33885	HCD-HMSn	2	89.0891
33886	HCD-HMSn	2	89.0913
33887	HCD-HMSn	2	89.0934
33888	HMS	1	89.0955
33889	HCD-HMSn	2	89.0976
33890	HMS	1	89.1004
33891	HMS	1	89.1047
33892	HCD-HMSn	2	89.1059
33893	HCD-HMSn	2	89.1082
33894	HMS	1	89.1104
33895	HCD-HMSn	2	89.1123
33896	HMS	1	89.1151
33897	HMS	1	89.1195
33898	HCD-HMSn	2	89.1207
33899	HMS	1	89.1234
33900	HCD-HMSn	2	89.1250
33901	HMS	1	89.1278
33902	HCD-HMSn	2	89.1293
33903	HCD-HMSn	2	89.1316
33904	HMS	1	89.1338
33905	HMS	1	89.1385
33906	HCD-HMSn	2	89.1397
33907	HMS	1	89.1425
33908	HCD-HMSn	2	89.1440
33909	HCD-HMSn	2	89.1463
33910	HMS	1	89.1485
33911	HCD-HMSn	2	89.1504
33912	HMS	1	89.1532
33913	HCD-HMSn	2	89.1547
33914	HMS	1	89.1575
33915	HMS	1	89.1619
33916	HMS	1	89.1658
33917	HCD-HMSn	2	89.1670
33918	HCD-HMSn	2	89.1693
33919	HMS	1	89.1715
33920	HCD-HMSn	2	89.1734
33921	HMS	1	89.1762
33922	HCD-HMSn	2	89.1777
33923	HMS	1	89.1806
33924	HCD-HMSn	2	89.1820
33925	HCD-HMSn	2	89.1843
33926	HCD-HMSn	2	89.1865
33927	HCD-HMSn	2	89.1886
33928	HCD-HMSn	2	89.1908
33929	HCD-HMSn	2	89.1929
33930	HMS	1	89.1950
33931	HMS	1	89.1999
33932	HCD-HMSn	2	89.2010
33933	HCD-HMSn	2	89.2033
33934	HMS	1	89.2056
33935	HCD-HMSn	2	89.2075
33936	HCD-HMSn	2	89.2097
33937	HMS	1	89.2120
33938	HCD-HMSn	2	89.2139
33939	HCD-HMSn	2	89.2162
33940	HMS	1	89.2184
33941	HCD-HMSn	2	89.2203
33942	HCD-HMSn	2	89.2226
33943	HCD-HMSn	2	89.2248
33944	HMS	1	89.2269
33945	HMS	1	89.2318
33946	HCD-HMSn	2	89.2330
33947	HMS	1	89.2358
33948	HCD-HMSn	2	89.2373
33949	HMS	1	89.2401
33950	HCD-HMSn	2	89.2416
33951	HCD-HMSn	2	89.2439
33952	HMS	1	89.2461
33953	HCD-HMSn	2	89.2480
33954	HMS	1	89.2508
33955	HCD-HMSn	2	89.2523
33956	HCD-HMSn	2	89.2546
33957	HCD-HMSn	2	89.2568
33958	HCD-HMSn	2	89.2589
33959	HMS	1	89.2611
33960	HMS	1	89.2659
33961	HCD-HMSn	2	89.2671
33962	HMS	1	89.2699
33963	HCD-HMSn	2	89.2714
33964	HMS	1	89.2742
33965	HCD-HMSn	2	89.2757
33966	HCD-HMSn	2	89.2780
33967	HCD-HMSn	2	89.2802
33968	HMS	1	89.2823
33969	HCD-HMSn	2	89.2844
33970	HMS	1	89.2872
33971	HCD-HMSn	2	89.2887
33972	HCD-HMSn	2	89.2910
33973	HCD-HMSn	2	89.2933
33974	HMS	1	89.2954
33975	HCD-HMSn	2	89.2974
33976	HMS	1	89.3002
33977	HCD-HMSn	2	89.3017
33978	HCD-HMSn	2	89.3040
33979	HCD-HMSn	2	89.3062
33980	HMS	1	89.3083
33981	HCD-HMSn	2	89.3104
33982	HMS	1	89.3132
33983	HCD-HMSn	2	89.3147
33984	HCD-HMSn	2	89.3170
33985	HMS	1	89.3192
33986	HCD-HMSn	2	89.3211
33987	HMS	1	89.3239
33988	HCD-HMSn	2	89.3254
33989	HCD-HMSn	2	89.3277
33990	HMS	1	89.3300
33991	HCD-HMSn	2	89.3319
33992	HCD-HMSn	2	89.3341
33993	HCD-HMSn	2	89.3364
33994	HMS	1	89.3385
33995	HMS	1	89.3433
33996	HCD-HMSn	2	89.3445
33997	HMS	1	89.3473
33998	HCD-HMSn	2	89.3488
33999	HCD-HMSn	2	89.3511
34000	HMS	1	89.3534
34001	HMS	1	89.3581
34002	HCD-HMSn	2	89.3592
34003	HCD-HMSn	2	89.3615
34004	HMS	1	89.3638
34005	HCD-HMSn	2	89.3657
34006	HMS	1	89.3685
34007	HMS	1	89.3728
34008	HMS	1	89.3767
34009	HMS	1	89.3805
34010	HMS	1	89.3844
34011	HCD-HMSn	2	89.3856
34012	HMS	1	89.3884
34013	HCD-HMSn	2	89.3899
34014	HMS	1	89.3927
34015	HCD-HMSn	2	89.3942
34016	HMS	1	89.3970
34017	HMS	1	89.4014
34018	HMS	1	89.4052
34019	HMS	1	89.4091
34020	HCD-HMSn	2	89.4102
34021	HCD-HMSn	2	89.4125
34022	HMS	1	89.4148
34023	HMS	1	89.4195
34024	HMS	1	89.4234
34025	HCD-HMSn	2	89.4245
34026	HCD-HMSn	2	89.4268
34027	HMS	1	89.4291
34028	HCD-HMSn	2	89.4310
34029	HCD-HMSn	2	89.4332
34030	HMS	1	89.4355
34031	HMS	1	89.4402
34032	HMS	1	89.4440
34033	HMS	1	89.4479
34034	HMS	1	89.4518
34035	HCD-HMSn	2	89.4529
34036	HMS	1	89.4557
34037	HMS	1	89.4602
34038	HMS	1	89.4640
34039	HCD-HMSn	2	89.4652
34040	HMS	1	89.4680
34041	HCD-HMSn	2	89.4695
34042	HCD-HMSn	2	89.4718
34043	HMS	1	89.4741
34044	HMS	1	89.4788
34045	HCD-HMSn	2	89.4799
34046	HMS	1	89.4827
34047	HCD-HMSn	2	89.4843
34048	HCD-HMSn	2	89.4865
34049	HMS	1	89.4888
34050	HCD-HMSn	2	89.4907
34051	HCD-HMSn	2	89.4930
34052	HMS	1	89.4952
34053	HCD-HMSn	2	89.4971
34054	HMS	1	89.4999
34055	HCD-HMSn	2	89.5015
34056	HMS	1	89.5042
34057	HMS	1	89.5086
34058	HCD-HMSn	2	89.5098
34059	HCD-HMSn	2	89.5121
34060	HMS	1	89.5143
34061	HCD-HMSn	2	89.5162
34062	HMS	1	89.5190
34063	HMS	1	89.5234
34064	HCD-HMSn	2	89.5246
34065	HMS	1	89.5274
34066	HMS	1	89.5316
34067	HCD-HMSn	2	89.5328
34068	HMS	1	89.5356
34069	HCD-HMSn	2	89.5371
34070	HCD-HMSn	2	89.5394
34071	HMS	1	89.5417
34072	HCD-HMSn	2	89.5436
34073	HCD-HMSn	2	89.5459
34074	HMS	1	89.5481
34075	HCD-HMSn	2	89.5500
34076	HMS	1	89.5528
34077	HMS	1	89.5572
34078	HMS	1	89.5611
34079	HMS	1	89.5650
34080	HCD-HMSn	2	89.5661
34081	HCD-HMSn	2	89.5684
34082	HCD-HMSn	2	89.5706
34083	HCD-HMSn	2	89.5727
34084	HMS	1	89.5748
34085	HMS	1	89.5797
34086	HMS	1	89.5836
34087	HMS	1	89.5874
34088	HMS	1	89.5913
34089	HCD-HMSn	2	89.5925
34090	HCD-HMSn	2	89.5948
34091	HCD-HMSn	2	89.5970
34092	HMS	1	89.5991
34093	HMS	1	89.6039
34094	HMS	1	89.6078
34095	HCD-HMSn	2	89.6090
34096	HMS	1	89.6118
34097	HMS	1	89.6161
34098	HCD-HMSn	2	89.6173
34099	HMS	1	89.6201
34100	HMS	1	89.6244
34101	HCD-HMSn	2	89.6256
34102	HMS	1	89.6285
34103	HCD-HMSn	2	89.6299
34104	HMS	1	89.6327
34105	HCD-HMSn	2	89.6343
34106	HCD-HMSn	2	89.6365
34107	HCD-HMSn	2	89.6388
34108	HCD-HMSn	2	89.6409
34109	HMS	1	89.6430
34110	HMS	1	89.6478
34111	HCD-HMSn	2	89.6490
34112	HCD-HMSn	2	89.6513
34113	HMS	1	89.6536
34114	HCD-HMSn	2	89.6555
34115	HMS	1	89.6583
34116	HCD-HMSn	2	89.6598
34117	HCD-HMSn	2	89.6621
34118	HCD-HMSn	2	89.6643
34119	HMS	1	89.6664
34120	HMS	1	89.6713
34121	HCD-HMSn	2	89.6724
34122	HCD-HMSn	2	89.6747
34123	HCD-HMSn	2	89.6769
34124	HMS	1	89.6790
34125	HCD-HMSn	2	89.6811
34126	HMS	1	89.6839
34127	HMS	1	89.6883
34128	HCD-HMSn	2	89.6894
34129	HCD-HMSn	2	89.6917
34130	HCD-HMSn	2	89.6940
34131	HMS	1	89.6961
34132	HMS	1	89.7009
34133	HCD-HMSn	2	89.7021
34134	HMS	1	89.7049
34135	HCD-HMSn	2	89.7064
34136	HCD-HMSn	2	89.7087
34137	HMS	1	89.7110
34138	HCD-HMSn	2	89.7129
34139	HCD-HMSn	2	89.7151
34140	HMS	1	89.7174
34141	HCD-HMSn	2	89.7193
34142	HCD-HMSn	2	89.7216
34143	HMS	1	89.7238
34144	HMS	1	89.7286
34145	HCD-HMSn	2	89.7297
34146	HCD-HMSn	2	89.7320
34147	HMS	1	89.7343
34148	HCD-HMSn	2	89.7362
34149	HCD-HMSn	2	89.7385
34150	HCD-HMSn	2	89.7407
34151	HCD-HMSn	2	89.7428
34152	HCD-HMSn	2	89.7449
34153	HMS	1	89.7470
34154	HMS	1	89.7519
34155	HCD-HMSn	2	89.7530
34156	HCD-HMSn	2	89.7553
34157	HMS	1	89.7576
34158	HMS	1	89.7623
34159	HMS	1	89.7662
34160	HCD-HMSn	2	89.7674
34161	HCD-HMSn	2	89.7697
34162	HCD-HMSn	2	89.7719
34163	HMS	1	89.7740
34164	HCD-HMSn	2	89.7761
34165	HMS	1	89.7788
34166	HMS	1	89.7832
34167	HCD-HMSn	2	89.7844
34168	HMS	1	89.7872
34169	HMS	1	89.7915
34170	HCD-HMSn	2	89.7927
34171	HMS	1	89.7955
34172	HMS	1	89.7997
34173	HCD-HMSn	2	89.8009
34174	HMS	1	89.8037
34175	HCD-HMSn	2	89.8052
34176	HCD-HMSn	2	89.8075
34177	HMS	1	89.8098
34178	HCD-HMSn	2	89.8117
34179	HCD-HMSn	2	89.8139
34180	HMS	1	89.8162
34181	HMS	1	89.8209
34182	HMS	1	89.8248
34183	HCD-HMSn	2	89.8259
34184	HMS	1	89.8288
34185	HCD-HMSn	2	89.8303
34186	HMS	1	89.8331
34187	HCD-HMSn	2	89.8346
34188	HMS	1	89.8374
34189	HCD-HMSn	2	89.8389
34190	HCD-HMSn	2	89.8412
34191	HMS	1	89.8435
34192	HCD-HMSn	2	89.8453
34193	HCD-HMSn	2	89.8476
34194	HCD-HMSn	2	89.8498
34195	HCD-HMSn	2	89.8519
34196	HMS	1	89.8540
34197	HCD-HMSn	2	89.8561
34198	HCD-HMSn	2	89.8584
34199	HMS	1	89.8607
34200	HMS	1	89.8654
34201	HCD-HMSn	2	89.8666
34202	HCD-HMSn	2	89.8688
34203	HMS	1	89.8711
34204	HCD-HMSn	2	89.8730
34205	HMS	1	89.8758
34206	HMS	1	89.8801
34207	HMS	1	89.8840
34208	HCD-HMSn	2	89.8852
34209	HMS	1	89.8880
34210	HCD-HMSn	2	89.8895
34211	HMS	1	89.8923
34212	HCD-HMSn	2	89.8990
34213	HMS	1	89.9012
34214	HCD-HMSn	2	89.9033
34215	HCD-HMSn	2	89.9055
34216	HMS	1	89.9078
34217	HMS	1	89.9125
34218	HCD-HMSn	2	89.9137
34219	HMS	1	89.9164
34220	HMS	1	89.9208
34221	HMS	1	89.9247
34222	HCD-HMSn	2	89.9259
34223	HCD-HMSn	2	89.9281
34224	HCD-HMSn	2	89.9304
34225	HCD-HMSn	2	89.9325
34226	HMS	1	89.9346
34227	HMS	1	89.9395
34228	HCD-HMSn	2	89.9406
34229	HMS	1	89.9434
34230	HCD-HMSn	2	89.9449
34231	HMS	1	89.9477
34232	HCD-HMSn	2	89.9492
34233	HMS	1	89.9521
34234	HCD-HMSn	2	89.9536
34235	HCD-HMSn	2	89.9558
34236	HCD-HMSn	2	89.9581
34237	HCD-HMSn	2	89.9602
34238	HMS	1	89.9623
34239	HCD-HMSn	2	89.9644
34240	HCD-HMSn	2	89.9666
34241	HMS	1	89.9689
34242	HMS	1	89.9736
34243	HMS	1	89.9775
34244	HCD-HMSn	2	89.9786
34245	HMS	1	89.9814
34246	HCD-HMSn	2	89.9829
34247	HCD-HMSn	2	89.9852
34248	HMS	1	89.9875
34249	HCD-HMSn	2	89.9894
34250	HCD-HMSn	2	89.9917
34251	HCD-HMSn	2	89.9939
34252	HMS	1	89.9960
34253	HMS	1	90.0009
34254	HCD-HMSn	2	90.0021
34255	HCD-HMSn	2	90.0044
34256	HMS	1	90.0066
34257	HMS	1	90.0113
34258	HCD-HMSn	2	90.0125
34259	HCD-HMSn	2	90.0148
34260	HCD-HMSn	2	90.0170
34261	HMS	1	90.0191
34262	HCD-HMSn	2	90.0212
34263	HMS	1	90.0240
34264	HCD-HMSn	2	90.0255
34265	HMS	1	90.0283
34266	HCD-HMSn	2	90.0298
34267	HMS	1	90.0326
34268	HCD-HMSn	2	90.0342
34269	HCD-HMSn	2	90.0365
34270	HCD-HMSn	2	90.0387
34271	HMS	1	90.0408
34272	HCD-HMSn	2	90.0462
34273	HMS	1	90.0485
34274	HMS	1	90.0533
34275	HCD-HMSn	2	90.0544
34276	HCD-HMSn	2	90.0567
34277	HCD-HMSn	2	90.0589
34278	HCD-HMSn	2	90.0610
34279	HMS	1	90.0631
34280	HCD-HMSn	2	90.0652
34281	HCD-HMSn	2	90.0675
34282	HMS	1	90.0697
34283	HCD-HMSn	2	90.0716
34284	HMS	1	90.0744
34285	HCD-HMSn	2	90.0759
34286	HCD-HMSn	2	90.0782
34287	HMS	1	90.0805
34288	HCD-HMSn	2	90.0824
34289	HMS	1	90.0852
34290	HCD-HMSn	2	90.0867
34291	HCD-HMSn	2	90.0890
34292	HMS	1	90.0912
34293	HCD-HMSn	2	90.0931
34294	HMS	1	90.0959
34295	HCD-HMSn	2	90.0974
34296	HMS	1	90.1002
34297	HCD-HMSn	2	90.1018
34298	HCD-HMSn	2	90.1040
34299	HMS	1	90.1063
34300	HCD-HMSn	2	90.1082
34301	HCD-HMSn	2	90.1105
34302	HMS	1	90.1127
34303	HCD-HMSn	2	90.1146
34304	HCD-HMSn	2	90.1169
34305	HCD-HMSn	2	90.1191
34306	HMS	1	90.1212
34307	HCD-HMSn	2	90.1233
34308	HMS	1	90.1261
34309	HCD-HMSn	2	90.1276
34310	HMS	1	90.1304
34311	HMS	1	90.1348
34312	HCD-HMSn	2	90.1359
34313	HMS	1	90.1387
34314	HMS	1	90.1431
34315	HMS	1	90.1469
34316	HMS	1	90.1508
34317	HMS	1	90.1547
34318	HMS	1	90.1585
34319	HCD-HMSn	2	90.1597
34320	HMS	1	90.1625
34321	HMS	1	90.1669
34322	HCD-HMSn	2	90.1680
34323	HMS	1	90.1708
34324	HMS	1	90.1752
34325	HCD-HMSn	2	90.1764
34326	HMS	1	90.1792
34327	HCD-HMSn	2	90.1807
34328	HMS	1	90.1835
34329	HCD-HMSn	2	90.1850
34330	HMS	1	90.1878
34331	HMS	1	90.1922
34332	HCD-HMSn	2	90.1934
34333	HMS	1	90.1962
34334	HCD-HMSn	2	90.1977
34335	HCD-HMSn	2	90.2000
34336	HMS	1	90.2022
34337	HCD-HMSn	2	90.2041
34338	HCD-HMSn	2	90.2064
34339	HCD-HMSn	2	90.2086
34340	HMS	1	90.2107
34341	HCD-HMSn	2	90.2128
34342	HCD-HMSn	2	90.2151
34343	HMS	1	90.2173
34344	HCD-HMSn	2	90.2192
34345	HCD-HMSn	2	90.2215
34346	HMS	1	90.2238
34347	HCD-HMSn	2	90.2257
34348	HCD-HMSn	2	90.2279
34349	HMS	1	90.2302
34350	HMS	1	90.2349
34351	HMS	1	90.2388
34352	HMS	1	90.2426
34353	HMS	1	90.2465
34354	HMS	1	90.2504
34355	HMS	1	90.2542
34356	HCD-HMSn	2	90.2554
34357	HMS	1	90.2582
34358	HMS	1	90.2626
34359	HMS	1	90.2665
34360	HCD-HMSn	2	90.2676
34361	HCD-HMSn	2	90.2699
34362	HCD-HMSn	2	90.2721
34363	HMS	1	90.2742
34364	HMS	1	90.2791
34365	HCD-HMSn	2	90.2803
34366	HMS	1	90.2831
34367	HMS	1	90.2874
34368	HMS	1	90.2913
34369	HCD-HMSn	2	90.2925
34370	HMS	1	90.2953
34371	HMS	1	90.2995
34372	HCD-HMSn	2	90.3008
34373	HCD-HMSn	2	90.3031
34374	HCD-HMSn	2	90.3053
34375	HCD-HMSn	2	90.3074
34376	HMS	1	90.3095
34377	HMS	1	90.3144
34378	HCD-HMSn	2	90.3156
34379	HCD-HMSn	2	90.3179
34380	HMS	1	90.3201
34381	HMS	1	90.3248
34382	HMS	1	90.3288
34383	HMS	1	90.3326
34384	HMS	1	90.3365
34385	HMS	1	90.3404
34386	HMS	1	90.3442
34387	HMS	1	90.3481
34388	HCD-HMSn	2	90.3493
34389	HCD-HMSn	2	90.3516
34390	HCD-HMSn	2	90.3538
34391	HMS	1	90.3559
34392	HCD-HMSn	2	90.3580
34393	HCD-HMSn	2	90.3603
34394	HMS	1	90.3626
34395	HCD-HMSn	2	90.3644
34396	HCD-HMSn	2	90.3667
34397	HCD-HMSn	2	90.3689
34398	HCD-HMSn	2	90.3711
34399	HMS	1	90.3732
34400	HCD-HMSn	2	90.3752
34401	HCD-HMSn	2	90.3775
34402	HMS	1	90.3798
34403	HMS	1	90.3845
34404	HCD-HMSn	2	90.3856
34405	HMS	1	90.3884
34406	HCD-HMSn	2	90.3900
34407	HCD-HMSn	2	90.3922
34408	HMS	1	90.3946
34409	HMS	1	90.3993
34410	HMS	1	90.4031
34411	HCD-HMSn	2	90.4043
34412	HMS	1	90.4071
34413	HCD-HMSn	2	90.4086
34414	HMS	1	90.4114
34415	HCD-HMSn	2	90.4129
34416	HCD-HMSn	2	90.4152
34417	HCD-HMSn	2	90.4174
34418	HMS	1	90.4195
34419	HMS	1	90.4244
34420	HCD-HMSn	2	90.4256
34421	HMS	1	90.4284
34422	HCD-HMSn	2	90.4299
34423	HMS	1	90.4327
34424	HCD-HMSn	2	90.4342
34425	HMS	1	90.4370
34426	HCD-HMSn	2	90.4385
34427	HCD-HMSn	2	90.4408
34428	HMS	1	90.4431
34429	HMS	1	90.4478
34430	HCD-HMSn	2	90.4490
34431	HMS	1	90.4518
34432	HCD-HMSn	2	90.4533
34433	HCD-HMSn	2	90.4556
34434	HCD-HMSn	2	90.4578
34435	HMS	1	90.4599
34436	HCD-HMSn	2	90.4619
34437	HCD-HMSn	2	90.4642
34438	HMS	1	90.4665
34439	HMS	1	90.4712
34440	HMS	1	90.4751
34441	HMS	1	90.4789
34442	HCD-HMSn	2	90.4801
34443	HMS	1	90.4829
34444	HMS	1	90.4873
34445	HCD-HMSn	2	90.4884
34446	HCD-HMSn	2	90.4907
34447	HMS	1	90.4930
34448	HCD-HMSn	2	90.4949
34449	HMS	1	90.4977
34450	HCD-HMSn	2	90.4992
34451	HCD-HMSn	2	90.5015
34452	HMS	1	90.5038
34453	HCD-HMSn	2	90.5056
34454	HCD-HMSn	2	90.5079
34455	HMS	1	90.5102
34456	HCD-HMSn	2	90.5121
34457	HCD-HMSn	2	90.5144
34458	HMS	1	90.5166
34459	HMS	1	90.5213
34460	HMS	1	90.5252
